ID	SRR413556	SRR413557	SRR413558	SRR413559	SRR413560	SRR413561	SRR413562	SRR413563	SRR413564	SRR413565	SRR413566	SRR413567	SRR413568	SRR413569	SRR413570	SRR413571	SRR413572	SRR413573	SRR413574	SRR413575	SRR413576	SRR413577	SRR413578	SRR413579	SRR413580	SRR413581	SRR413582	SRR413583	SRR413584	SRR413585	SRR413586	SRR413587	SRR413588	SRR413589	SRR413590	SRR413591	SRR413592	SRR413593	SRR413594	SRR413595	SRR413596	SRR413597	SRR413598	SRR413599	SRR413600	SRR413601	SRR413602	SRR413603	SRR413604	SRR413605	SRR413606	SRR413607	SRR413608	SRR413609	SRR413610	SRR413611	SRR413612	SRR413613	SRR413614	SRR413615	SRR413616	SRR413617	SRR413618	SRR413619	SRR413620	SRR413621	SRR413622	SRR413623	SRR413624	SRR413625	SRR413626	SRR413627	SRR413628	SRR413629	SRR413630	SRR413631	SRR413632	SRR413633	SRR413634	SRR413635	SRR413636	SRR413637	SRR413638	SRR413639	SRR413640	SRR413641	SRR413642	SRR413643	SRR413644	SRR413645	SRR413646	SRR413647	SRR413648	SRR413649	SRR413650	SRR413651	SRR413652	SRR413653	SRR413654	SRR413655	SRR413656	SRR413657	SRR413658	SRR413659	SRR413660	SRR413661	SRR413662	SRR413663	SRR413664	SRR413665	SRR413666	SRR413667	SRR413668	SRR413669	SRR413670	SRR413671	SRR413672	SRR413673	SRR413674	SRR413675	SRR413676	SRR413677	SRR413678	SRR413679	SRR413680	SRR413681	SRR413682	SRR413683	SRR413684	SRR413685	SRR413686	SRR413687	SRR413688	SRR413689	SRR413690	SRR413691	SRR413692	SRR413693	SRR413694	SRR413695	SRR413696	SRR413697	SRR413698	SRR413699	SRR413700	SRR413701	SRR413702	SRR413703	SRR413704	SRR413705	SRR413706	SRR413707	SRR413708	SRR413709	SRR413710	SRR413711	SRR413712	SRR413713	SRR413714	SRR413715	SRR413716	SRR413717	SRR413718	SRR413719	SRR413720	SRR413721	SRR413722	SRR413723	SRR413724	SRR413725	SRR413726	SRR413727	SRR413728	SRR413729	SRR413730	SRR413731	SRR413732	SRR413733	SRR413734	SRR413735	SRR413736	SRR413737	SRR413738	SRR413739	SRR413740	SRR413741	SRR413742	SRR413743	SRR413744	SRR413745	SRR413746	SRR413747	SRR413748	SRR413749	SRR413750	SRR413751	SRR413752	SRR413753	SRR413754	SRR413755	SRR413756
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans	0.0	0.0	0.0	0.0	0.0	0.23981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18908	0.0	0.0	0.0	0.0	0.0	0.00538	0.0	0.0	0.0	0.0091	0.0	0.0	0.0	0.0	0.0	0.0475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11793	0.01475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045	0.00211	0.0	0.0	0.0	0.0	0.01276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.00553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00285	0.0	0.0	0.0	0.0	0.0	0.0867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20708	0.0	0.0	0.0	1.12597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17952	0.0	0.02205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22249	0.0	0.02909	0.0	0.0	0.0	0.00993	0.0	0.77614	0.0	0.0	0.00659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74864	0.0	0.0	0.0	0.0	1.03872	0.0	3.18014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06247	0.0	0.0	0.87024
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans|t__GCF_000025305	0.0	0.0	0.0	0.0	0.0	0.23981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18908	0.0	0.0	0.0	0.0	0.0	0.00538	0.0	0.0	0.0	0.0091	0.0	0.0	0.0	0.0	0.0	0.0475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11793	0.01475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045	0.00211	0.0	0.0	0.0	0.0	0.01276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.00553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00285	0.0	0.0	0.0	0.0	0.0	0.0867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20708	0.0	0.0	0.0	1.12597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17952	0.0	0.02205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22249	0.0	0.02909	0.0	0.0	0.0	0.00993	0.0	0.77614	0.0	0.0	0.00659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74864	0.0	0.0	0.0	0.0	1.03872	0.0	3.18014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06247	0.0	0.0	0.87024
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0.0	0.0	0.0	0.0	0.00673	0.0	0.0	0.0	0.0	0.0	0.0	0.01448	0.0	0.0	0.04975	0.01248	0.0	0.48914	0.00315	0.0	0.05407	0.0	0.0	0.00616	0.00391	0.0	0.0	0.0	0.0	0.00831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10606	0.00944	0.0	0.0	0.0	0.0	0.00127	0.0	0.0	0.0	0.0	0.00224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02712	0.01788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01696	0.0	0.00147	0.0	0.14157	0.01338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01924	0.0	0.0	0.00336	0.0	0.0165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0331	0.0	0.00419	0.0	0.0	0.01393	0.0	0.0	0.00124	0.0	0.0	0.01282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05319	0.0	0.0	0.0	0.02461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04119	0.0	0.00299	0.0	0.0	0.0	0.01288	0.04079	0.03404	0.0	0.0	0.0	0.0	0.22034	0.0	0.01154	0.0	0.0	0.0	0.0	0.0	0.36955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00323	0.00381	0.0	0.0	0.0	0.09695	0.0	0.0	0.0	0.0	0.75697	0.0	1.01701	0.0	0.0	0.0	0.0	0.0	0.0	0.01799	0.0	0.0	0.0	0.00165	0.0	0.0	0.00026	0.0	0.0	0.0	0.0	0.04046	0.0	0.0	0.00137
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini|t__GCF_000230275	0.0	0.0	0.0	0.0	0.00673	0.0	0.0	0.0	0.0	0.0	0.0	0.01448	0.0	0.0	0.04975	0.01248	0.0	0.48914	0.00315	0.0	0.05407	0.0	0.0	0.00616	0.00391	0.0	0.0	0.0	0.0	0.00831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10606	0.00944	0.0	0.0	0.0	0.0	0.00127	0.0	0.0	0.0	0.0	0.00224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02712	0.01788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01696	0.0	0.00147	0.0	0.14157	0.01338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01924	0.0	0.0	0.00336	0.0	0.0165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0331	0.0	0.00419	0.0	0.0	0.01393	0.0	0.0	0.00124	0.0	0.0	0.01282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05319	0.0	0.0	0.0	0.02461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04119	0.0	0.00299	0.0	0.0	0.0	0.01288	0.04079	0.03404	0.0	0.0	0.0	0.0	0.22034	0.0	0.01154	0.0	0.0	0.0	0.0	0.0	0.36955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00323	0.00381	0.0	0.0	0.0	0.09695	0.0	0.0	0.0	0.0	0.75697	0.0	1.01701	0.0	0.0	0.0	0.0	0.0	0.0	0.01799	0.0	0.0	0.0	0.00165	0.0	0.0	0.00026	0.0	0.0	0.0	0.0	0.04046	0.0	0.0	0.00137
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13559	0.0	0.1083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.77906	0.0	0.0	0.04592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27473	0.0	0.0	0.0	6.84793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.30809	4.27411	0.12243	0.00374	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.66694	0.0	0.01264	4.24227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26003	2.76183	0.0	0.0	0.0	3.29005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.60869	0.0	0.0	8.17094	0.0	0.0	0.0	0.0	0.0	0.0	7.33986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.90267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14625	0.0	0.0	1.12873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0688	0.0	0.0	0.0	0.89743	0.0	0.0	0.0	0.0	0.0	8.54893	0.0	0.0	2.83465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.84173	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.66694	0.0	0.01264	4.24227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26003	2.76183	0.0	0.0	0.0	3.29005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.60869	0.0	0.0	8.17094	0.0	0.0	0.0	0.0	0.0	0.0	7.33986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.90267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14625	0.0	0.0	1.12873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0688	0.0	0.0	0.0	0.89743	0.0	0.0	0.0	0.0	0.0	8.54893	0.0	0.0	2.83465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.84173	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens|t__GCF_000188175	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.66694	0.0	0.01264	4.24227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26003	2.76183	0.0	0.0	0.0	3.29005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.60869	0.0	0.0	8.17094	0.0	0.0	0.0	0.0	0.0	0.0	7.33986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.90267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14625	0.0	0.0	1.12873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0688	0.0	0.0	0.0	0.89743	0.0	0.0	0.0	0.0	0.0	8.54893	0.0	0.0	2.83465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.84173	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	20.73477	0.0	3.65075	0.10657	10.96872	39.69211	2.27979	0.32999	0.00128	0.16522	0.01485	1.11803	0.59232	8.0634	10.60141	19.93471	9.57347	31.84954	5.25881	0.6304	11.00676	0.13229	2.85121	23.34176	3.7254	1.22203	5.47018	21.78479	0.01274	0.205	0.80902	3.58157	0.00867	0.03148	2.52889	2.32643	0.0	0.0485	0.07238	0.07414	11.91726	3.15977	12.64919	3.58805	0.55455	0.02051	0.33942	0.03689	0.06431	0.01827	0.18151	0.01797	5.75296	0.12385	1.46	1.19723	0.79084	0.10273	2.99066	0.05042	1.72551	26.77346	0.16167	6.59574	1.41376	12.24526	0.75706	0.0978	1.18877	0.07741	0.81767	0.11011	2.48955	0.01367	6.28442	5.33181	7.36502	0.07171	0.72407	29.73949	9.72722	0.57394	10.25177	1.7054	0.23142	0.08982	4.14275	23.62769	2.15686	0.01552	0.02769	16.8181	1.44163	13.82385	0.03498	0.01976	0.06536	0.60368	0.66289	10.33262	0.0013	1.38432	26.03286	1.60144	1.10036	1.45609	0.01099	6.15153	5.01978	0.41753	0.49526	0.59657	2.08893	7.75246	0.03271	0.13849	4.70425	5.99109	43.78654	8.22728	0.0352	6.39897	0.01691	2.86243	7.99336	23.21245	18.37252	0.00644	0.0	0.00296	0.0	0.0	39.35203	4.15498	0.65024	24.08669	9.23258	0.28374	3.37774	0.00417	8.62762	2.53169	2.30934	0.067	3.26095	0.72445	0.0	1.4564	0.01514	23.59934	3.67851	6.61075	1.25011	1.55787	2.70404	27.37168	0.028	0.0086	0.01083	2.17883	5.26788	26.31193	5.86989	1.33198	0.03187	6.79358	0.4804	2.68742	0.02094	11.93298	12.98752	0.0039	0.00704	0.00822	0.0491	0.10507	14.56573	0.14368	9.17586	0.49289	0.0312	0.05522	0.45676	0.27729	0.46175	3.75192	0.35813	6.15962	5.6866	0.11232	11.64531	4.17201	0.02295	4.80237	0.10446	0.08371	0.02601	2.67391	1.5935	0.0265	9.24824
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25354	0.0	0.0	0.0	0.0	0.0	0.0	0.00165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00596	0.0	0.00222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05315
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25354	0.0	0.0	0.0	0.0	0.0	0.0	0.00165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00596	0.0	0.00222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05315
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus|t__GCF_000239275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25354	0.0	0.0	0.0	0.0	0.0	0.0	0.00165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00596	0.0	0.00222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05315
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	0.0	0.0	0.0	0.0	0.0	23.85338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00773	0.02012	0.0	0.0	0.0	2.21083	0.0	0.03725	0.0	0.0	0.00569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.42312	0.0137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.91604	0.0	0.13024	0.00463	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14555	0.17129	0.11156	0.0	0.00341	0.0	0.0	0.10515	0.0	1.83514	0.0	0.02769	15.91019	0.35459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4784	0.01219	0.0	6.34093	0.0	0.0	0.0	0.13264	0.0	0.0	0.01347	1.79582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00321	0.0	0.0	8.99399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	1.95617	0.0	0.0	0.0	0.0	1.34667	0.0	0.0	0.0	0.0	1.97051	0.0	1.77794	0.0	0.0	0.25529	0.0	0.16727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25608	0.00677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02012	0.0	0.0	0.0	0.0	0.0	0.03725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.91604	0.0	0.13024	0.00463	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14555	0.0	0.11156	0.0	0.00341	0.0	0.0	0.10515	0.0	0.0	0.0	0.02769	15.91019	0.35459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.99399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	1.95617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97051	0.0	0.0	0.0	0.0	0.25529	0.0	0.1273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089
